code,name,exchange,symbol
601918,新集能源,上海证券交易所,601918.SH
601921,浙版传媒,上海证券交易所,601921.SH
601949,中国出版,上海证券交易所,601949.SH
601952,苏垦农发,上海证券交易所,601952.SH
601963,重庆银行,上海证券交易所,601963.SH
601965,中国汽研,上海证券交易所,601965.SH
601969,海南矿业,上海证券交易所,601969.SH
601975,招商南油,上海证券交易所,601975.SH
603005,晶方科技,上海证券交易所,603005.SH
603009,北特科技,上海证券交易所,603009.SH
603013,亚普股份,上海证券交易所,603013.SH
603014,威高血净,上海证券交易所,603014.SH
603025,大豪科技,上海证券交易所,603025.SH
603026,石大胜华,上海证券交易所,603026.SH
603027,千禾味业,上海证券交易所,603027.SH
603033,三维股份,上海证券交易所,603033.SH
603039,泛微网络,上海证券交易所,603039.SH
603043,广州酒家,上海证券交易所,603043.SH
603055,台华新材,上海证券交易所,603055.SH
603057,紫燕食品,上海证券交易所,603057.SH
603063,禾望电气,上海证券交易所,603063.SH
603072,天和磁材,上海证券交易所,603072.SH
603083,剑桥科技,上海证券交易所,603083.SH
603093,南华期货,上海证券交易所,603093.SH
603099,长白山,上海证券交易所,603099.SH
603100,川仪股份,上海证券交易所,603100.SH
603103,横店影视,上海证券交易所,603103.SH
603108,润达医疗,上海证券交易所,603108.SH
603118,共进股份,上海证券交易所,603118.SH
603124,江南新材,上海证券交易所,603124.SH
603127,昭衍新药,上海证券交易所,603127.SH
603132,金徽股份,上海证券交易所,603132.SH
603162,海通发展,上海证券交易所,603162.SH
603166,福达股份,上海证券交易所,603166.SH
603169,兰石重装,上海证券交易所,603169.SH
603171,税友股份,上海证券交易所,603171.SH
603193,润本股份,上海证券交易所,603193.SH
603194,中力股份,上海证券交易所,603194.SH
603202,天有为,上海证券交易所,603202.SH
603218,日月股份,上海证券交易所,603218.SH
603219,富佳股份,上海证券交易所,603219.SH
603220,中贝通信,上海证券交易所,603220.SH
603227,雪峰科技,上海证券交易所,603227.SH
603236,移远通信,上海证券交易所,603236.SH
603248,锡华科技,上海证券交易所,603248.SH
603267,鸿远电子,上海证券交易所,603267.SH
603279,景津装备,上海证券交易所,603279.SH
603283,赛腾股份,上海证券交易所,603283.SH
603297,永新光学,上海证券交易所,603297.SH
603299,苏盐井神,上海证券交易所,603299.SH
603300,海南华铁,上海证券交易所,603300.SH
603301,振德医疗,上海证券交易所,603301.SH
603305,旭升集团,上海证券交易所,603305.SH
603306,华懋科技,上海证券交易所,603306.SH
603317,天味食品,上海证券交易所,603317.SH
603319,美湖股份,上海证券交易所,603319.SH
603323,苏农银行,上海证券交易所,603323.SH
603327,福蓉科技,上海证券交易所,603327.SH
603328,依顿电子,上海证券交易所,603328.SH
603337,杰克科技,上海证券交易所,603337.SH
603355,莱克电气,上海证券交易所,603355.SH
603358,华达科技,上海证券交易所,603358.SH
603360,百傲化学,上海证券交易所,603360.SH
603376,大明电子,上海证券交易所,603376.SH
603393,新天然气,上海证券交易所,603393.SH
603395,红四方,上海证券交易所,603395.SH
603402,陕西旅游,上海证券交易所,603402.SH
603406,天富龙,上海证券交易所,603406.SH
603418,友升股份,上海证券交易所,603418.SH
603456,九洲药业,上海证券交易所,603456.SH
603477,巨星农牧,上海证券交易所,603477.SH
603496,恒为科技,上海证券交易所,603496.SH
603505,金石资源,上海证券交易所,603505.SH
603508,思维列控,上海证券交易所,603508.SH
603516,淳中科技,上海证券交易所,603516.SH
603530,神马电力,上海证券交易所,603530.SH
603533,掌阅科技,上海证券交易所,603533.SH
603556,海兴电力,上海证券交易所,603556.SH
603567,珍宝岛,上海证券交易所,603567.SH
603583,捷昌驱动,上海证券交易所,603583.SH
603588,高能环境,上海证券交易所,603588.SH
603599,广信股份,上海证券交易所,603599.SH
603612,索通发展,上海证券交易所,603612.SH
603613,国联股份,上海证券交易所,603613.SH
603619,中曼石油,上海证券交易所,603619.SH
603638,艾迪精密,上海证券交易所,603638.SH
603662,柯力传感,上海证券交易所,603662.SH
603663,三祥新材,上海证券交易所,603663.SH
603667,五洲新春,上海证券交易所,603667.SH
603678,火炬电子,上海证券交易所,603678.SH
603690,至纯科技,上海证券交易所,603690.SH
603693,江苏新能,上海证券交易所,603693.SH
603698,航天工程,上海证券交易所,603698.SH
603707,健友股份,上海证券交易所,603707.SH
603713,密尔克卫,上海证券交易所,603713.SH
603730,岱美股份,上海证券交易所,603730.SH
603733,仙鹤股份,上海证券交易所,603733.SH
603809,豪能股份,上海证券交易所,603809.SH
603826,坤彩科技,上海证券交易所,603826.SH
603866,桃李面包,上海证券交易所,603866.SH
603871,嘉友国际,上海证券交易所,603871.SH
603876,鼎胜新材,上海证券交易所,603876.SH
603881,数据港,上海证券交易所,603881.SH
603883,老百姓,上海证券交易所,603883.SH
603887,城地香江,上海证券交易所,603887.SH
603888,新华网,上海证券交易所,603888.SH
603915,国茂股份,上海证券交易所,603915.SH
603919,金徽酒,上海证券交易所,603919.SH
603927,中科软,上海证券交易所,603927.SH
603929,亚翔集成,上海证券交易所,603929.SH
603950,长源东谷,上海证券交易所,603950.SH
603983,丸美生物,上海证券交易所,603983.SH
603992,松霖科技,上海证券交易所,603992.SH
603997,继峰股份,上海证券交易所,603997.SH
605011,杭州热电,上海证券交易所,605011.SH
605020,永和股份,上海证券交易所,605020.SH
605090,九丰能源,上海证券交易所,605090.SH
605099,共创草坪,上海证券交易所,605099.SH
605111,新洁能,上海证券交易所,605111.SH
605116,奥锐特,上海证券交易所,605116.SH
605118,力鼎光电,上海证券交易所,605118.SH
605123,派克新材,上海证券交易所,605123.SH
605196,华通线缆,上海证券交易所,605196.SH
605198,安德利,上海证券交易所,605198.SH
605296,神农集团,上海证券交易所,605296.SH
605333,沪光股份,上海证券交易所,605333.SH
605376,博迁新材,上海证券交易所,605376.SH
605507,国邦医药,上海证券交易所,605507.SH
605555,德昌股份,上海证券交易所,605555.SH
605599,菜百股份,上海证券交易所,605599.SH
688001,华兴源创,上海证券交易所,688001.SH
688003,天准科技,上海证券交易所,688003.SH
688005,容百科技,上海证券交易所,688005.SH
688006,杭可科技,上海证券交易所,688006.SH
688016,心脉医疗,上海证券交易所,688016.SH
688025,杰普特,上海证券交易所,688025.SH
688029,南微医学,上海证券交易所,688029.SH
688031,星环科技,上海证券交易所,688031.SH
688032,禾迈股份,上海证券交易所,688032.SH
688048,长光华芯,上海证券交易所,688048.SH
688050,爱博医疗,上海证券交易所,688050.SH
688062,迈威生物,上海证券交易所,688062.SH
688063,派能科技,上海证券交易所,688063.SH
688068,热景生物,上海证券交易所,688068.SH
688083,中望软件,上海证券交易所,688083.SH
688088,虹软科技,上海证券交易所,688088.SH
688091,上海谊众,上海证券交易所,688091.SH
688097,博众精工,上海证券交易所,688097.SH
688100,威胜信息,上海证券交易所,688100.SH
688102,斯瑞新材,上海证券交易所,688102.SH
688106,金宏气体,上海证券交易所,688106.SH
688107,安路科技,上海证券交易所,688107.SH
688110,东芯股份,上海证券交易所,688110.SH
688116,天奈科技,上海证券交易所,688116.SH
688123,聚辰股份,上海证券交易所,688123.SH
688127,蓝特光学,上海证券交易所,688127.SH
688128,中国电研,上海证券交易所,688128.SH
688131,皓元医药,上海证券交易所,688131.SH
688139,海尔生物,上海证券交易所,688139.SH
688141,杰华特,上海证券交易所,688141.SH
688146,中船特气,上海证券交易所,688146.SH
688147,微导纳米,上海证券交易所,688147.SH
688150,莱特光电,上海证券交易所,688150.SH
688153,唯捷创芯,上海证券交易所,688153.SH
688158,优刻得,上海证券交易所,688158.SH
688165,埃夫特,上海证券交易所,688165.SH
688167,炬光科技,上海证券交易所,688167.SH
688177,百奥泰,上海证券交易所,688177.SH
688182,灿勤科技,上海证券交易所,688182.SH
688190,云路股份,上海证券交易所,688190.SH
688195,腾景科技,上海证券交易所,688195.SH
688205,德科立,上海证券交易所,688205.SH
688206,概伦电子,上海证券交易所,688206.SH
688208,道通科技,上海证券交易所,688208.SH
688232,新点软件,上海证券交易所,688232.SH
688252,天德钰,上海证券交易所,688252.SH
688262,国芯科技,上海证券交易所,688262.SH
688279,峰岹科技,上海证券交易所,688279.SH
688289,圣湘生物,上海证券交易所,688289.SH
688300,联瑞新材,上海证券交易所,688300.SH
688306,均普智能,上海证券交易所,688306.SH
688321,微芯生物,上海证券交易所,688321.SH
688326,经纬恒润,上海证券交易所,688326.SH
688327,云从科技,上海证券交易所,688327.SH
688332,中科蓝讯,上海证券交易所,688332.SH
688333,铂力特,上海证券交易所,688333.SH
688351,微电生理,上海证券交易所,688351.SH
688352,颀中科技,上海证券交易所,688352.SH
688353,华盛锂电,上海证券交易所,688353.SH
688362,甬矽电子,上海证券交易所,688362.SH
688368,晶丰明源,上海证券交易所,688368.SH
688372,伟测科技,上海证券交易所,688372.SH
688380,中微半导,上海证券交易所,688380.SH
688382,益方生物,上海证券交易所,688382.SH
688388,嘉元科技,上海证券交易所,688388.SH
688390,固德威,上海证券交易所,688390.SH
688392,骄成超声,上海证券交易所,688392.SH
688400,凌云光,上海证券交易所,688400.SH
688403,汇成股份,上海证券交易所,688403.SH
688408,中信博,上海证券交易所,688408.SH
688409,富创精密,上海证券交易所,688409.SH
688432,有研硅,上海证券交易所,688432.SH
688433,华曙高科,上海证券交易所,688433.SH
688439,振华风光,上海证券交易所,688439.SH
688443,智翔金泰,上海证券交易所,688443.SH
688449,联芸科技,上海证券交易所,688449.SH
688484,南芯科技,上海证券交易所,688484.SH
688486,龙迅股份,上海证券交易所,688486.SH
688502,茂莱光学,上海证券交易所,688502.SH
688503,聚和材料,上海证券交易所,688503.SH
688515,裕太微,上海证券交易所,688515.SH
688516,奥特维,上海证券交易所,688516.SH
688519,南亚新材,上海证券交易所,688519.SH
688522,纳睿雷达,上海证券交易所,688522.SH
688523,航天环宇,上海证券交易所,688523.SH
688531,日联科技,上海证券交易所,688531.SH
688536,思瑞浦,上海证券交易所,688536.SH
688543,国科军工,上海证券交易所,688543.SH
688545,兴福电子,上海证券交易所,688545.SH
688548,广钢气体,上海证券交易所,688548.SH
688549,中巨芯,上海证券交易所,688549.SH
688552,航天南湖,上海证券交易所,688552.SH
688559,海目星,上海证券交易所,688559.SH
688567,孚能科技,上海证券交易所,688567.SH
688584,上海合晶,上海证券交易所,688584.SH
688586,江航装备,上海证券交易所,688586.SH
688591,泰凌微,上海证券交易所,688591.SH
688593,新相微,上海证券交易所,688593.SH
688596,正帆科技,上海证券交易所,688596.SH
688605,先锋精科,上海证券交易所,688605.SH
688612,威迈斯,上海证券交易所,688612.SH
688627,精智达,上海证券交易所,688627.SH
688630,芯碁微装,上海证券交易所,688630.SH
688631,莱斯信息,上海证券交易所,688631.SH
688639,华恒生物,上海证券交易所,688639.SH
688652,京仪装备,上海证券交易所,688652.SH
688658,悦康药业,上海证券交易所,688658.SH
688660,电气风电,上海证券交易所,688660.SH
688668,鼎通科技,上海证券交易所,688668.SH
688686,奥普特,上海证券交易所,688686.SH
688690,纳微科技,上海证券交易所,688690.SH
688691,灿芯股份,上海证券交易所,688691.SH
688698,伟创电气,上海证券交易所,688698.SH
688700,东威科技,上海证券交易所,688700.SH
688717,艾罗能源,上海证券交易所,688717.SH
688726,拉普拉斯,上海证券交易所,688726.SH
688766,普冉股份,上海证券交易所,688766.SH
688776,国光电气,上海证券交易所,688776.SH
688779,五矿新能,上海证券交易所,688779.SH
688789,宏华数科,上海证券交易所,688789.SH
688798,艾为电子,上海证券交易所,688798.SH
688800,瑞可达,上海证券交易所,688800.SH
