factor,ic_mean,icir,t_stat,ic_pos,ls_annual,ls_sharpe,q1_annual,q5_annual,autocorr
MOM20,-0.03670608862144938,-0.21134541517283714,-10.766176912689678,0.4077071290944123,-0.06458279375286025,-0.2524900225459287,0.07445838857313025,0.026415138780005787,0.8968298632108853
MOM60,-0.02884378275295746,-0.16415311764965948,-8.362147359290981,0.4319845857418112,-0.10718812361185082,-0.4862028303261139,0.11812996981991142,0.013675083486157202,0.9454631626661086
MOM120,-0.02201765107656929,-0.12948359020006892,-6.596042020803301,0.4458574181117534,-0.049965359189072966,-0.17692966215803116,0.08893425355014428,0.046293174806441906,0.9624611115627457
REV5,0.03769538398830522,0.22678561027946406,11.552718091964598,0.6146435452793835,-0.05805797013400482,-0.2386103964450136,0.11199419633362484,0.054832379757856486,0.7104840283419126
REV20,0.03670608862144938,0.21134541517283714,10.766176912689678,0.5922928709055877,0.031355902699372384,0.25687920402801406,0.025539095063112027,0.0745831967195365,0.8968506195574082
VOL20,0.04293804764005279,0.19026050801213737,9.692087652252736,0.5872832369942197,-0.026024707327495067,0.008343346185941167,0.0318919252914569,0.07604384853126356,0.9657351570072947
AMP20,0.04678391601701454,0.20871313944740436,10.632085779840583,0.5942196531791908,0.04202608894736004,0.2910716185020332,-0.02682516325162554,0.08590137467126358,0.977333821420232
ILLIQ20,0.0250315862180195,0.21775659967889546,11.092769976256594,0.5988439306358382,0.44385859913537273,2.7543696382628418,-0.13021655054078862,0.27597656222547884,0.9806113130532496
