horizon,ic_mean,ic_std,icir,t_stat,ic_positive_ratio,n_days,years_positive,years_total,yearly_min,yearly_max
5,0.013947126061111774,0.06084309662857087,0.2292310357944938,11.668287551982088,0.5962948668467773,2591,11,11,0.0014392727006640343,0.022107165070529164
20,0.019787719384164956,0.06100997426971727,0.3243358093659569,16.461440265137593,0.6257763975155279,2576,10,11,-0.004495242312771453,0.0456351051968593
