step,u_max,annual,max_dd,final_nav
0.03,10,-0.011427206694248238,-0.3586636701957493,0.8947305025630206
0.03,20,0.015588424061348416,-0.2529967430343779,1.161492312472073
0.05,10,0.005994627695828925,-0.31779928954006686,1.0595503443188732
0.05,20,0.024188992833273693,-0.1684482750925398,1.260264745528289
0.08,10,0.034563139789016484,-0.19797128662988728,1.3893853647439218
0.08,20,0.01855013940112693,-0.11049103817778427,1.1946926823719621
0.12,10,0.017350376968043868,-0.12285433755742337,1.181142363178077
0.12,20,0.008998591656045551,-0.06156863390625289,1.0905711815890393
